"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,4638.191857,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,4849.263114,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,5194.862128,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,5778.893673,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,6227.75705,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,6918.901865,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,7375.293766,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,7705.325857,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,8528.76646,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,9428.700513,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,10447.464148,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,11921.366615,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,11956.090607,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,12739.428837,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,13555.540355,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,14490.58487,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,14919.975672,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,16040.619538,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,17076.575919,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,17793.753212,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,17788.160257,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,18132.690506,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,19108.401691,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,20132.998044,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,21364.808576,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,22372.993368,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,23234.667228,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,24413.680589,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,25642.865012,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,27085.925496,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,28248.366424,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,29441.480018,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,30728.220695,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,32173.163498,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,33849.187852,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,35545.426559,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,37812.114733,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,39559.829092,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,40036.193306,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,41545.453316,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,42739.51437,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,44340.570282,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,43809.918798,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,47678.929471,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,47551.004196,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,47273.198812,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,49983.792583,,
"AUS","Australia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,51730.306934,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,5.761523,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,6.192782,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,6.713022,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,7.433128,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,7.902311,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,8.962416,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,9.47059,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,9.914352,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,11.107309,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,12.117944,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,13.317189,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,15.25949,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,16.124213,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,17.071767,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,17.850189,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,18.552631,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,18.908636,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,19.935665,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,20.706127,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,21.257027,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,21.262621,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,22.361248,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,23.607599,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,24.187316,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,25.002041,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,26.256665,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,27.482159,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,28.848503,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,30.082384,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,31.182124,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,32.602015,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,34.248381,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,35.594459,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,37.010235,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,38.025578,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,39.482873,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,41.232775,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,42.895104,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,44.976223,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,46.227261,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,47.917654,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,49.057702,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,49.211809,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,53.99731,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,53.721426,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,54.082861,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,56.6503,,
"AUS","Australia","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,58.648607,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,10746.890057,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,11440.467412,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,12270.469116,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,13491.475161,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,14474.059161,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,16301.833376,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,17320.548001,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,18149.279693,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,20342.148545,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,22248.824854,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,24353.677113,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,27647.097151,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,28720.583316,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,30744.239529,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,32130.691599,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,33400.851045,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,34046.611424,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,36137.693442,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,37455.538534,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,38248.647228,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,39403.933877,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,41067.880159,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,43827.545727,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,45182.681982,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,46589.308842,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,48549.767229,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,50832.855465,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,53023.414737,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,55440.778427,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,57478.687969,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,59695.131075,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,62123.262642,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,63864.374868,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,66552.586251,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,68492.790778,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,71135.587012,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,74269.594051,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,77073.216487,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,78868.355818,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,82244.813657,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,84102.64418,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,86903.991439,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,86588.764256,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,95302.114616,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,94578.110274,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,93702.338166,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,98558.234959,,
"AUS","Australia","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,101192.79382,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,3823.610493,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,4203.71092,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,4631.120399,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,5095.273076,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,5762.932272,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,6290.473626,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,6952.348039,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,7756.466321,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,8291.264661,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,9476.283505,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,10511.170561,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,11459.892108,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,12403.738325,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,13294.249046,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,13781.798175,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,14566.054548,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,15191.713605,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,15768.620186,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,16839.039595,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,18097.679579,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,19442.317146,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,20585.015392,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,21259.636775,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,21698.321032,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,22606.8345,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,23660.401976,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,24529.208045,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,25424.062966,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,26674.596858,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,27606.484247,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,29380.074819,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,29715.208013,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,31178.051442,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,32121.216519,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,33753.472386,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,35024.55748,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,37626.245496,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,39393.953568,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,41316.022645,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,40935.528802,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,42017.79654,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,44469.209638,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,46477.655073,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,47936.67796,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,48813.534412,,
"AUT","Austria","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,49953.900582,,
